Buffer Size Network.node[7].lnk[0] (#0 - General-0-20190604-21:03:53-7007),,Buffer Size Network.node[6].lnk[0] (#0 - General-0-20190604-21:03:53-7007),,Buffer Size Network.node[0].lnk[0] (#0 - General-0-20190604-21:03:53-7007),,Buffer Size Network.node[4].lnk[0] (#0 - General-0-20190604-21:03:53-7007),,Buffer Size Network.node[3].lnk[0] (#0 - General-0-20190604-21:03:53-7007),,Buffer Size Network.node[2].lnk[0] (#0 - General-0-20190604-21:03:53-7007),,Buffer Size Network.node[1].lnk[0] (#0 - General-0-20190604-21:03:53-7007),
45.586516773298,4,42.944798609578,6,47.586416773298,4,179.613670505442,0,85.214874596502,2,71.127884575107,0,56.18221109311,2
45.944698609578,3,43.885632131967,5,47.637098288785,5,181.408306584791,1,85.843204187624,1,72.980749316852,1,56.434738175626,1
46.586516773298,4,43.944798609578,6,47.65169618159,6,181.408306584791,0,86.843204187624,0,72.980749316852,0,57.049078352079,2
46.944698609578,3,44.885632131967,5,48.586416773298,5,183.826485017738,1,87.352908714,1,74.59057860419,1,57.434738175626,1
47.586516773298,4,44.944798609578,6,48.637098288785,6,183.826485017738,0,87.843204187624,0,74.59057860419,0,58.049078352079,2
47.944698609578,3,45.885632131967,5,49.586416773298,5,194.36372304249,1,88.352908714,1,76.050981270526,1,58.434738175626,1
48.586516773298,4,45.944798609578,6,49.637098288785,6,194.36372304249,0,88.843204187624,0,76.050981270526,0,59.434738175626,0
48.944698609578,3,46.885632131967,5,50.09448142813,7,194.875326116753,1,89.352908714,1,77.050981270526,1,61.476381750548,1
49.586516773298,4,46.944798609578,6,50.586416773298,6,195.36372304249,0,89.843204187624,0,77.050981270526,0,61.476381750548,0
49.847757854813,5,47.885632131967,5,51.586416773298,5,205.99989940288,1,90.412711395314,1,77.340328584981,1,63.555497353921,1
49.944698609578,4,47.944798609578,6,52.434838175626,6,205.99989940288,0,90.843204187624,0,78.050981270526,0,63.555497353921,0
50.586516773298,5,48.386112123702,7,52.586416773298,5,239.826852002565,1,90.917885271859,1,78.843304187624,1,63.693401893651,1
50.944698609578,4,48.885632131967,6,53.083211812222,6,239.826852002565,0,91.843204187624,0,79.050981270526,0,64.555497353921,0
51.586516773298,5,48.944798609578,7,53.434838175626,7,246.758308762671,1,92.807465684561,1,79.843304187624,1,64.555497353921,1
51.944698609578,4,49.885632131967,6,53.586416773298,6,246.758308762671,0,92.843204187624,0,80.050981270526,0,65.555497353921,0
52.586516773298,5,49.944798609578,7,54.434838175626,7,248.876594269455,1,108.785827133581,1,80.843304187624,1,65.555497353921,1
52.944698609578,4,50.885632131967,6,54.586416773298,6,248.876594269455,0,108.785827133581,0,81.050981270526,0,65.953912194774,2
53.586516773298,5,50.944798609578,7,55.434838175626,7,253.562287858072,1,111.552622982483,1,81.843304187624,1,66.555497353921,1
53.944698609578,4,51.885632131967,6,55.586416773298,6,253.562287858072,0,111.552622982483,0,82.050981270526,0,66.680833660551,2
54.586516773298,5,51.944798609578,7,56.434838175626,7,253.724071881298,1,112.552622982483,1,82.224648955334,1,67.555497353921,1
54.944698609578,4,52.885632131967,6,56.586416773298,6,254.562287858072,0,112.552622982483,0,82.843304187624,2,67.680833660551,2
55.573452628313,5,52.944798609578,7,57.434838175626,7,254.623858589057,1,113.552622982483,1,83.050981270526,1,68.555497353921,1
55.586516773298,6,53.885632131967,6,57.586416773298,6,255.562287858072,0,113.552622982483,0,83.843304187624,2,69.555497353921,0
55.944698609578,5,53.944798609578,7,58.434838175626,7,259.481269379532,1,119.002034865629,1,84.050981270526,1,69.763370996649,1
56.586516773298,6,54.885632131967,6,58.586416773298,6,259.481269379532,0,119.002034865629,0,84.843304187624,2,70.555497353921,0
56.944698609578,5,54.944798609578,7,59.063750809507,7,273.088010659097,1,119.407013118589,1,85.050981270526,1,70.763370996649,1
57.586516773298,6,55.885632131967,6,59.434838175626,8,273.088010659097,0,119.90026466068,2,85.843304187624,2,70.983267220607,2
57.944698609578,5,55.944798609578,7,59.586416773298,7,274.346003724661,1,120.002034865629,1,86.050981270526,1,71.555497353921,1
58.586516773298,6,56.885632131967,6,60.434838175626,8,274.346003724661,0,121.002034865629,0,86.843304187624,2,72.127984575107,2
58.944698609578,5,56.944798609578,7,60.586416773298,7,278.560897601733,1,122.705829617864,1,87.050981270526,1,72.555497353921,1
59.586516773298,6,57.885632131967,6,61.586416773298,6,278.560897601733,0,122.705829617864,0,87.843304187624,2,73.555497353921,0
59.944698609578,5,57.944798609578,7,62.476481750548,7,284.26658711603,1,123.705829617864,1,88.050981270526,1,73.980849316852,1
60.586516773298,6,58.885632131967,6,62.586416773298,6,284.26658711603,0,123.705829617864,0,88.843304187624,2,74.555497353921,0
60.944698609578,5,58.944798609578,7,63.586416773298,5,303.000060185156,1,132.601787200474,1,89.050981270526,1,75.59067860419,1
61.068014966068,6,59.885632131967,6,64.555597353921,6,303.000060185156,0,132.601787200474,0,89.757825621697,2,75.59067860419,0
61.586516773298,7,59.944798609578,7,64.586416773298,5,304.528084694228,1,135.137787816757,1,89.843304187624,3,76.276980796078,1
61.944698609578,6,60.885632131967,6,64.616738037943,6,304.528084694228,0,135.137787816757,0,90.050981270526,2,76.59067860419,0
62.249048496482,7,60.944798609578,7,65.555597353921,7,315.195901131603,1,135.161320519219,1,90.843304187624,3,77.051081270526,1
62.586516773298,8,61.885632131967,6,65.586416773298,6,315.195901131603,0,135.953028050372,2,91.050981270526,2,77.59067860419,0
62.944698609578,7,61.944798609578,7,66.555597353921,7,317.064717600686,1,136.137787816757,1,91.843304187624,3,78.051081270526,1
63.586516773298,8,62.77568723009,8,66.586416773298,6,317.064717600686,0,136.385961672944,2,92.050981270526,2,78.59067860419,0
63.944698609578,7,62.885632131967,7,67.555597353921,7,318.66259087505,1,137.137787816757,1,92.843304187624,3,79.051081270526,1
64.143858317895,8,62.944798609578,8,67.586416773298,6,318.66259087505,0,138.137787816757,0,93.050981270526,2,79.495885804091,2
64.586516773298,9,63.885632131967,7,68.555597353921,7,326.66118808425,1,140.168443211114,1,93.843304187624,3,79.59067860419,1
64.944698609578,8,63.944798609578,8,68.586416773298,6,326.66118808425,0,140.168443211114,0,94.050981270526,2,80.051081270526,2
65.586516773298,9,64.885632131967,7,68.838877005581,7,327.964388731132,1,142.049132382806,1,95.050981270526,1,80.59067860419,1
65.944698609578,8,64.944798609578,8,69.555597353921,8,327.964388731132,0,142.049132382806,0,95.356897450467,2,81.051081270526,2
66.109421104415,9,65.885632131967,7,69.586416773298,7,338.578122000842,1,143.007963978515,1,96.050981270526,1,81.59067860419,1
66.586516773298,10,65.944798609578,8,70.010384599459,8,338.578122000842,0,143.049132382806,0,97.050981270526,0,82.051081270526,2
66.944698609578,9,66.885632131967,7,70.555597353921,9,343.774150183749,1,145.529683011454,1,98.518580432446,1,82.59067860419,1
67.586516773298,10,66.944798609578,8,70.586416773298,8,343.774150183749,0,145.529683011454,0,98.518580432446,0,83.051081270526,2
67.944698609578,9,67.455995028947,9,70.889952326587,9,347.416769397421,1,149.104254429278,1,103.160972916953,1,83.59067860419,1
68.586516773298,10,67.885632131967,8,71.555597353921,10,347.416769397421,0,149.104254429278,0,103.160972916953,0,84.051081270526,2
68.944698609578,9,67.944798609578,9,71.586416773298,9,353.511766123328,1,150.622976661548,1,104.823024121772,1,84.59067860419,1
69.586516773298,10,68.885632131967,8,72.555597353921,10,353.511766123328,0,150.622976661548,0,104.823024121772,0,85.051081270526,2
69.944698609578,9,68.944798609578,9,72.586416773298,9,353.666397581131,1,153.604873633196,1,105.463307948328,1,85.111727311758,3
70.586516773298,10,69.885632131967,8,73.555597353921,10,354.511766123328,0,153.604873633196,0,105.823024121772,0,85.59067860419,2
70.944698609578,9,69.944798609578,9,73.586416773298,9,360.538112653233,1,154.802294246943,1,107.219188395235,1,86.051081270526,3
71.586516773298,10,70.885632131967,8,74.555597353921,10,360.538112653233,0,154.802294246943,0,107.219188395235,0,86.59067860419,2
71.944698609578,9,70.944798609578,9,74.586416773298,9,367.116243944717,1,160.813487083176,1,107.851131577362,1,87.051081270526,3
72.586516773298,10,71.885632131967,8,75.555597353921,10,367.116243944717,0,160.813487083176,0,108.219188395235,0,87.59067860419,2
72.944698609578,9,71.944798609578,9,75.586416773298,9,367.44180826865,1,163.338580821949,1,109.764636321671,1,88.051081270526,3
73.586516773298,10,72.885632131967,8,76.586416773298,8,368.116243944717,0,163.338580821949,0,109.764636321671,0,88.59067860419,2
73.944698609578,9,72.944798609578,9,76.59077860419,9,371.49751337979,1,164.775633202299,1,109.785927133581,1,89.051081270526,3
74.586516773298,10,73.885632131967,8,77.586416773298,8,371.49751337979,0,164.775633202299,0,110.764636321671,0,89.59067860419,2
74.944698609578,9,73.944798609578,9,77.59077860419,9,392.277368857606,1,172.819906549414,1,112.439058200455,1,90.051081270526,3
75.586516773298,10,74.885632131967,8,78.586416773298,8,392.277368857606,0,172.819906549414,0,112.439058200455,0,90.59067860419,2
75.944698609578,9,74.944798609578,9,78.59077860419,9,400.304662672945,1,175.449785452215,1,112.552722982483,1,91.051081270526,3
76.586516773298,10,75.885632131967,8,79.586416773298,8,400.304662672945,0,175.449785452215,0,113.439058200455,0,91.59067860419,2
76.944698609578,9,75.944798609578,9,79.59077860419,9,403.751835362185,1,180.613770505442,1,113.552722982483,1,92.051081270526,3
77.586516773298,10,76.885632131967,8,80.586416773298,8,403.751835362185,0,180.613770505442,0,114.439058200455,0,92.59067860419,2
77.944698609578,9,76.944798609578,9,80.59077860419,9,411.173047775435,1,182.408406584791,1,114.552722982483,1,93.051081270526,3
78.586516773298,10,77.885632131967,8,81.586416773298,8,411.173047775435,0,182.408406584791,0,115.439058200455,0,93.59067860419,2
78.944698609578,9,77.944798609578,9,81.59077860419,9,432.182344906674,1,184.826585017738,1,116.603275780786,1,93.713385600341,3
79.586516773298,10,78.885632131967,8,82.586416773298,8,432.182344906674,0,184.826585017738,0,116.603275780786,0,94.051081270526,4
79.944698609578,9,78.944798609578,9,82.59077860419,9,434.832152803034,1,188.447248337705,1,118.145349981275,1,94.59067860419,3
80.586516773298,10,79.885632131967,8,83.586416773298,8,434.832152803034,0,188.447248337705,0,118.145349981275,0,95.051081270526,4
80.944698609578,9,79.944798609578,9,83.59077860419,9,437.057899500066,1,192.71764701592,1,120.002134865629,1,95.59067860419,3
81.586516773298,10,80.885632131967,8,84.586416773298,8,437.057899500066,0,192.71764701592,0,120.002134865629,0,96.051081270526,4
81.944698609578,9,80.944798609578,9,84.59077860419,9,439.083813911778,1,193.968054490809,1,121.002134865629,1,96.59067860419,3
82.586516773298,10,81.885632131967,8,85.586416773298,8,439.083813911778,0,193.968054490809,0,121.002134865629,0,97.051081270526,4
82.944698609578,9,81.944798609578,9,85.59077860419,9,439.506711370587,1,194.729522617081,1,122.002134865629,1,97.59067860419,3
83.586516773298,10,82.885632131967,8,86.586416773298,8,440.083813911778,0,194.968054490809,0,122.002134865629,0,98.051081270526,4
83.944698609578,9,82.944798609578,9,86.59077860419,9,441.303180896218,1,195.36382304249,1,123.705929617864,1,98.59067860419,3
84.586516773298,10,83.420728239215,10,87.586416773298,8,441.303180896218,0,195.968054490809,0,123.705929617864,0,99.518680432446,4
84.944698609578,9,83.885632131967,9,87.59077860419,9,448.76634171718,1,196.36382304249,1,124.705929617864,1,99.59067860419,3
85.586516773298,10,83.944798609578,10,88.586416773298,8,448.76634171718,0,196.968054490809,0,124.705929617864,0,100.59067860419,2
85.944698609578,9,84.885632131967,9,88.59077860419,9,449.180653081773,1,197.591830374223,1,130.573261766159,1,101.59067860419,1
86.586516773298,10,84.944798609578,10,89.586416773298,8,449.650025818186,2,197.968054490809,0,130.573261766159,0,102.59067860419,0
86.944698609578,9,85.885632131967,9,89.59077860419,9,449.76634171718,1,203.67692785091,1,132.28153260129,1,104.161072916953,1
87.586516773298,10,85.944798609578,10,90.586416773298,8,450.76634171718,0,203.67692785091,0,132.28153260129,0,104.161072916953,0
87.944698609578,9,86.885632131967,9,90.59077860419,9,455.306919656208,1,204.204991069054,1,133.293284794126,1,104.239992104302,1
88.381905335295,10,86.944798609578,10,91.586416773298,8,455.306919656208,0,204.67692785091,0,133.293284794126,0,105.161072916953,0
88.586516773298,11,87.885632131967,9,91.59077860419,9,458.035208230045,1,204.729400247056,1,133.394847088104,1,105.823124121772,1
88.944698609578,10,87.944798609578,10,92.586416773298,8,458.035208230045,0,205.67692785091,0,133.601887200474,2,106.161072916953,0
89.586516773298,11,88.885632131967,9,92.59077860419,9,467.885496058007,1,206.99999940288,1,134.293284794126,1,106.823124121772,1
89.944698609578,10,88.944798609578,10,93.586416773298,8,467.885496058007,0,206.99999940288,0,134.296108348028,2,107.161072916953,0
90.586516773298,11,89.885632131967,9,93.59077860419,9,477.45970734622,1,210.992437871614,1,135.293284794126,1,108.219288395235,1
90.944698609578,10,89.944798609578,10,94.586416773298,8,477.45970734622,0,210.992437871614,0,136.137887816757,2,108.219288395235,0
91.586516773298,11,90.885632131967,9,94.59077860419,9,483.178160449153,1,211.183852436038,1,136.293284794126,1,109.219288395235,1
91.944698609578,10,90.944798609578,10,95.586416773298,8,483.178160449153,0,211.992437871614,0,137.137887816757,2,109.219288395235,0
92.586516773298,11,91.885632131967,9,95.59077860419,9,486.257756868074,1,212.070480311764,1,137.293284794126,1,110.764736321671,1
92.944698609578,10,91.944798609578,10,96.586416773298,8,486.257756868074,0,212.992437871614,0,138.137887816757,2,110.764736321671,0
93.586516773298,11,92.885632131967,9,96.59077860419,9,486.658151147794,1,215.620069947884,1,138.293284794126,1,111.764736321671,1
93.944698609578,10,92.944798609578,10,97.586416773298,8,487.257756868074,0,215.620069947884,0,139.137887816757,2,111.764736321671,0
94.586516773298,11,93.885632131967,9,97.59077860419,9,489.827811780252,1,216.532762957297,1,139.293284794126,1,113.439158200455,1
94.944698609578,10,93.944798609578,10,97.690454077803,10,489.827811780252,0,216.620069947884,0,140.293284794126,0,113.439158200455,0
95.586516773298,11,94.885632131967,9,98.586416773298,9,500.543310282401,1,225.952407390227,1,141.168543211114,1,114.439158200455,1
95.944698609578,10,94.944798609578,10,98.59077860419,10,500.543310282401,0,225.952407390227,0,141.293284794126,0,114.439158200455,0
96.586516773298,11,95.885632131967,9,99.586416773298,9,502.169164634844,1,228.973902749465,1,143.049232382806,1,115.439158200455,1
96.944698609578,10,95.944798609578,10,99.59077860419,10,502.169164634844,0,228.973902749465,0,143.049232382806,0,115.439158200455,0
97.480999931717,11,96.885632131967,9,100.586416773298,9,502.858930794491,1,231.248461973424,1,143.124813710093,1,116.439158200455,1
97.586516773298,12,96.944798609578,10,100.59077860419,10,503.169164634844,0,231.248461973424,0,144.049232382806,0,116.439158200455,0
97.944698609578,11,97.885632131967,9,101.586416773298,9,503.653990878488,1,232.560108519255,1,144.049232382806,1,117.603375780786,1
98.586516773298,12,97.944798609578,10,101.59077860419,10,504.169164634844,0,232.560108519255,0,145.049232382806,0,117.603375780786,0
98.944698609578,11,98.356677698475,11,102.586416773298,9,519.318138326221,1,232.619024678847,1,146.529783011454,1,119.145449981275,1
99.586516773298,12,98.643312330594,12,102.59077860419,10,519.318138326221,0,233.560108519255,0,146.529783011454,0,119.145449981275,0
99.944698609578,11,98.885632131967,11,103.586416773298,9,523.657988236311,1,239.857995088789,1,147.607768064022,1,121.002234865629,1
100.586516773298,12,98.944798609578,12,103.59077860419,10,523.657988236311,0,239.857995088789,0,147.607768064022,0,121.002234865629,0
100.944698609578,11,99.885632131967,11,104.586416773298,9,530.230598726732,1,240.799469964885,1,150.104354429278,1,122.002234865629,1
101.043917898383,12,99.944798609578,12,105.161172916953,10,530.230598726732,0,240.826952002565,2,150.104354429278,0,122.002234865629,0
101.586516773298,13,100.885632131967,11,105.586416773298,9,534.700605740132,1,240.857995088789,1,151.623076661548,1,123.002234865629,1
101.944698609578,12,100.944798609578,12,106.161172916953,10,534.700605740132,0,241.857995088789,0,151.623076661548,0,123.002234865629,0
102.586516773298,13,101.643046763799,13,106.586416773298,9,539.560660195442,1,244.480125464818,1,154.604973633196,1,123.697842718529,1
102.944698609578,12,101.74399740453,14,107.161172916953,10,539.560660195442,0,244.480125464818,0,154.604973633196,0,124.002234865629,0
103.586516773298,13,101.885632131967,13,107.586416773298,9,548.156006754384,1,244.759475729261,1,155.802394246943,1,124.706029617864,1
103.944698609578,12,101.943878899821,14,108.161172916953,10,548.156006754384,0,245.480125464818,0,155.802394246943,0,125.002234865629,0
104.586516773298,13,101.944798609578,15,108.586416773298,9,550.697104024648,1,245.748623266556,1,161.813587083176,1,125.615643789022,1
104.944698609578,12,102.885632131967,14,109.219388395235,10,550.697104024648,0,246.480125464818,0,161.813587083176,0,125.706029617864,2
105.586516773298,13,102.944798609578,15,109.586416773298,9,551.020932488597,1,246.68621802257,1,162.869176348444,1,126.002234865629,1
105.944698609578,12,103.885632131967,14,110.219388395235,10,551.697104024648,0,247.480125464818,0,162.869176348444,0,127.002234865629,0
106.586516773298,13,103.944798609578,15,110.586416773298,9,564.823954767013,1,247.758408762671,1,164.338680821949,1,131.573361766159,1
